,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,track_artist_tuple,Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 29
98,28tufPkTcXmdNqTvi9hsoG,BLACKPINK,THE ALBUM,Pretty Savage,71,199122,False,0.699,0.588,9,-6.533,0,0.0402,0.00807,0.000131,0.107,0.35,151.971,4,k-pop,"('Pretty Savage', 'BLACKPINK')",478,Pretty Savage,THE ALBUM,BLACKPINK,2020-02-10,KRA402000133,4421,19.9,435823355.0,34658,14268149,64.0,284536285.0,3411827.0,565243.0,137186669.0,1021702238.0,28.0,27.0,1664.0,,7.0,116569.0,8.0,4427847.0,6097.0,,733704.0,0,
99,34TQk2yqzMX6X3AAAOeUvT,BLACKPINK,BORN PINK,Shut Down,73,175889,False,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,k-pop,"('Shut Down', 'BLACKPINK')",482,Shut Down,BORN PINK,BLACKPINK,2022-09-16,KRA402200020,497,69.0,654818451.0,39852,17682503,67.0,633781726.0,11421404.0,844032.0,374048198.0,3365539262.0,383386318.0,34.0,18744.0,201.0,15.0,202016.0,29.0,2834793.0,6453.0,,909449.0,0,
100,2hPJcTRIOEqCWTMpYQZNnr,BLACKPINK,BORN PINK,Typa Girl,61,179172,False,0.917,0.596,7,-7.378,1,0.0914,0.0555,0.0,0.667,0.511,131.96,4,k-pop,"('Typa Girl', 'BLACKPINK')",483,Typa Girl,BORN PINK,BLACKPINK,2022-09-16,KRA402200021,2697,27.1,357054107.0,20864,10226449,66.0,199710937.0,2549362.0,225000.0,94313386.0,790229870.0,117807648.0,5.0,1109.0,14.0,2.0,80569.0,7.0,1790458.0,2002.0,1604862.0,359205.0,1,
101,61tqrU7wp1EnoJ5ajtYXMl,BLACKPINK,BORN PINK,Ready For Love,76,184677,False,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4,k-pop,"('Ready For Love', 'BLACKPINK')",484,Ready For Love,BORN PINK,BLACKPINK,2022-09-16,KRA402200029,4163,20.8,115237552.0,9312,6682567,55.0,243509528.0,5870222.0,12395.0,7237020.0,51526563.0,7676873.0,2.0,834.0,,2.0,80569.0,15.0,885996.0,476.0,,270240.0,0,
102,0NFjUVEW0ndIiodGuMhHQU,BLACKPINK,BORN PINK,Ready For Love,64,184677,False,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4,k-pop,"('Ready For Love', 'BLACKPINK')",484,Ready For Love,BORN PINK,BLACKPINK,2022-09-16,KRA402200029,4163,20.8,115237552.0,9312,6682567,55.0,243509528.0,5870222.0,12395.0,7237020.0,51526563.0,7676873.0,2.0,834.0,,2.0,80569.0,15.0,885996.0,476.0,,270240.0,0,
103,10M2Ex445zw585Ducldzkw,Brett Young,Brett Young,In Case You Didn't Know,75,224853,False,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,4,country,"(""In Case You Didn't Know"", 'Brett Young')",515,In Case You Didn't Know,Brett Young EP,Brett Young,2016-01-01,QM3E21606006,2198,30.6,560774282.0,62305,14198815,68.0,861165099.0,4288539.0,397413.0,18838824.0,216533242.0,545706587.0,38.0,80904.0,36.0,5.0,8037.0,45.0,489345110.0,250819.0,2365008.0,3920740.0,0,
104,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,82,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,dance,"('Just the Way You Are', 'Bruno Mars')",524,Just the Way You Are,Just The Way You Are,Bruno Mars,2010-07-20,USAT21001269,1477,38.1,2099862852.0,233719,148404419,79.0,2218318671.0,10649958.0,372986.0,48743057.0,411934018.0,1777493774.0,174.0,331536.0,429.0,123.0,1032117.0,65.0,,,,9609553.0,0,
105,3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,87,233478,False,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4,dance,"('Locked out of Heaven', 'Bruno Mars')",525,Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,2012-01-01,USAT21203287,1602,36.6,2004657631.0,277766,134689771,83.0,1400581749.0,9714447.0,49296.0,11894522.0,91255671.0,1689353351.0,150.0,378433.0,291.0,214.0,1260461.0,51.0,,,29413705.0,715420.0,0,
106,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,24K Magic,That's What I Like,83,206693,False,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4,dance,"(""That's What I Like"", 'Bruno Mars')",528,That's What I Like,24K Magic,Bruno Mars,2016-11-17,USAT21602948,378,79.3,2075459887.0,209632,84707015,80.0,2696139998.0,17077084.0,604526.0,100008149.0,704916578.0,408244698.0,142.0,57222.0,316.0,270.0,391125.0,44.0,666715599.0,500761.0,,,0,
107,2u54HNQamwFuOMLSuhSRom,BTS,Wings,Blood Sweat & Tears,75,217051,False,0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9,4,k-pop,"('Blood Sweat & Tears', 'BTS')",540,Blood Sweat & Tears,You Never Walk Alone,BTS,2017-02-13,KRA381700240,4201,20.6,563366391.0,4227,1081064,43.0,1138081643.0,19259795.0,145400.0,44951221.0,247725561.0,127694240.0,3.0,,,1.0,187370.0,,,,,1045304.0,0,
108,1wiqEFd8phSCSlteDLSyp2,BTS,Proof,Blood Sweat & Tears,63,217051,False,0.574,0.882,0,-4.08,0,0.121,0.0245,0.0,0.354,0.612,92.994,4,k-pop,"('Blood Sweat & Tears', 'BTS')",540,Blood Sweat & Tears,You Never Walk Alone,BTS,2017-02-13,KRA381700240,4201,20.6,563366391.0,4227,1081064,43.0,1138081643.0,19259795.0,145400.0,44951221.0,247725561.0,127694240.0,3.0,,,1.0,187370.0,,,,,1045304.0,0,
109,2EmcTFQ1rM11wp2ztsXTHa,BTS,MAP OF THE SOUL : 7,Black Swan,74,198260,False,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,4,k-pop,"('Black Swan', 'BTS')",542,Black Swan,Black Swan,BTS,2020-01-17,QM4TW2013921,3342,23.7,459923962.0,28314,17354782,64.0,603350721.0,14962059.0,358089.0,106610222.0,535835122.0,128964343.0,23.0,1.0,1.0,9.0,255382.0,8.0,2581189.0,10811.0,,1357648.0,0,
110,6wH3AP7b01vpzKYRJhreMy,BTS,Black Swan,Black Swan,62,198260,False,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,4,k-pop,"('Black Swan', 'BTS')",542,Black Swan,Black Swan,BTS,2020-01-17,QM4TW2013921,3342,23.7,459923962.0,28314,17354782,64.0,603350721.0,14962059.0,358089.0,106610222.0,535835122.0,128964343.0,23.0,1.0,1.0,9.0,255382.0,8.0,2581189.0,10811.0,,1357648.0,0,
111,0fZRNhPJ4AGmwY7rkpdbqK,BTS,MAP OF THE SOUL : 7,ON,74,246380,False,0.583,0.817,9,-5.146,0,0.099,0.118,0.0,0.338,0.437,105.935,4,k-pop,"('ON', 'BTS')",543,ON,MAP OF THE SOUL : 7,BTS,2020-02-21,QM4TX2001949,1939,32.9,452491920.0,26714,19212443,64.0,945639729.0,27589023.0,216482.0,65951308.0,359662248.0,133249553.0,20.0,9325.0,15.0,8.0,242090.0,13.0,2482890.0,34459.0,,1247966.0,0,
112,0U4hNZFJYNFdEAXZcHbkkc,BTS,Proof,ON,62,246817,False,0.577,0.811,9,-5.146,0,0.117,0.111,0.0,0.346,0.456,105.966,4,k-pop,"('ON', 'BTS')",543,ON,MAP OF THE SOUL : 7,BTS,2020-02-21,QM4TX2001949,1939,32.9,452491920.0,26714,19212443,64.0,945639729.0,27589023.0,216482.0,65951308.0,359662248.0,133249553.0,20.0,9325.0,15.0,8.0,242090.0,13.0,2482890.0,34459.0,,1247966.0,0,
113,72wqLtMtkrB0qUw6jSqM0Z,BTS,Dynamite (NightTime Version),Dynamite,69,199053,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,k-pop,"('Dynamite', 'BTS')",544,Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619,51186002,74.0,2638957320.0,62311179.0,3098499.0,662794945.0,5063720138.0,2199001119.0,323.0,351169.0,198.0,355.0,1888088.0,98.0,,,,7896781.0,0,
114,1hIuSG6xV4RDgD8bDVKP7N,BTS,Proof,Dynamite,66,199293,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0933,0.737,114.044,4,k-pop,"('Dynamite', 'BTS')",544,Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619,51186002,74.0,2638957320.0,62311179.0,3098499.0,662794945.0,5063720138.0,2199001119.0,323.0,351169.0,198.0,355.0,1888088.0,98.0,,,,7896781.0,0,
115,1VjqXwHU3isibdXLEtXc4q,BTS,Proof,Life Goes On,62,208088,False,0.576,0.698,1,-6.544,1,0.0369,0.00848,0.0,0.367,0.462,81.028,4,k-pop,"('Life Goes On', 'BTS')",545,Life Goes On,BE,BTS,2020-11-20,QMBZ92051791,1594,36.7,717715448.0,43805,25129169,70.0,640225413.0,19718272.0,899627.0,211335376.0,1177171729.0,246545164.0,55.0,23706.0,,15.0,324211.0,12.0,2059991.0,7952.0,,1991071.0,0,
116,1mWdTewIgB3gtBM3TOSFhB,BTS,"Butter (Hotter, Sweeter, Cooler)",Butter,78,164441,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,k-pop,"('Butter', 'BTS')",546,Butter,Butter,BTS,2021-05-21,QM6MZ2156864,302,87.5,1257974135.0,90160,40533320,70.0,1175755478.0,27744989.0,2098050.0,1059257365.0,8120632702.0,3244619218.0,221.0,181961.0,545.0,43.0,1426798.0,68.0,23569614.0,50520.0,,4173408.0,0,
117,1hciAV5LrrTkRV0g0StZ6h,BTS,Butter / Permission to Dance,Butter,71,164441,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,k-pop,"('Butter', 'BTS')",546,Butter,Butter,BTS,2021-05-21,QM6MZ2156864,302,87.5,1257974135.0,90160,40533320,70.0,1175755478.0,27744989.0,2098050.0,1059257365.0,8120632702.0,3244619218.0,221.0,181961.0,545.0,43.0,1426798.0,68.0,23569614.0,50520.0,,4173408.0,0,
118,3bjg5cbmuwDoS7e2dAWyRG,BTS,The Most Beautiful Moment in Life Pt.2,Butterfly,70,238861,False,0.461,0.776,6,-4.498,1,0.0565,0.0149,0.0,0.12,0.291,149.985,4,k-pop,"('Butterfly', 'BTS')",546,Butter,Butter,BTS,2021-05-21,QM6MZ2156864,302,87.5,1257974135.0,90160,40533320,70.0,1175755478.0,27744989.0,2098050.0,1059257365.0,8120632702.0,3244619218.0,221.0,181961.0,545.0,43.0,1426798.0,68.0,23569614.0,50520.0,,4173408.0,0,
119,5hVjoL3sHepZROri63wBxP,Burna Boy,"Love, Damini",It's Plenty,75,216991,True,0.776,0.565,7,-10.609,1,0.105,0.36,8.81e-05,0.308,0.53,107.035,4,dancehall,"(""It's Plenty"", 'Burna Boy')",555,It's Plenty,"Love, Damini",Burna Boy,2022-01-07,USAT22205418,3000,25.4,134909945.0,52025,5536233,62.0,84020549.0,655144.0,186414.0,18776554.0,282521651.0,37145932.0,62.0,10146.0,6.0,4.0,365034.0,7.0,3633343.0,1424.0,,2366651.0,1,
120,5YbPxJwPfrj7uswNwoF1pJ,Burna Boy,"Love, Damini",Last Last,83,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dancehall,"('Last Last', 'Burna Boy')",558,Last Last,Last Last,Burna Boy,2022-12-05,USAT22204901,346,82.4,410722289.0,130203,16877163,68.0,332556651.0,1906835.0,260214.0,93902403.0,1049244970.0,306416991.0,203.0,214958.0,2031.0,30.0,258278.0,94.0,15787293.0,18736.0,16995425.0,4840000.0,0,
121,2PDgArI0p7UkeYgXWuqpmh,Burna Boy,Last Last,Last Last,79,172342,False,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dancehall,"('Last Last', 'Burna Boy')",558,Last Last,Last Last,Burna Boy,2022-12-05,USAT22204901,346,82.4,410722289.0,130203,16877163,68.0,332556651.0,1906835.0,260214.0,93902403.0,1049244970.0,306416991.0,203.0,214958.0,2031.0,30.0,258278.0,94.0,15787293.0,18736.0,16995425.0,4840000.0,0,
122,6Wtc1K3dvTIEsWU3rSIZXn,Calvin Harris,Feel So Close,Feel So Close - Radio Edit,50,207880,False,0.7,0.923,7,-2.85,1,0.0324,0.000927,0.00826,0.0966,0.904,127.952,4,progressive-house,"('Feel So Close - Radio Edit', 'Calvin Harris')",571,Feel So Close - Radio Edit,Dance Hitlist 2012.1,Calvin Harris,2011-01-01,GBARL1100748,4411,19.9,991382346.0,187432,87928081,79.0,7412771.0,63854.0,183112.0,76790230.0,502553641.0,,148.0,57577.0,,84.0,942311.0,29.0,426156682.0,480102.0,,7721049.0,0,
123,4eWQlBRaTjPPUlzacqEeoQ,Camila Cabello,Camila,Never Be the Same,74,226973,False,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4,dance,"('Never Be the Same', 'Camila Cabello')",588,Never Be the Same,Never Be the Same,Camila Cabello,2017-12-17,USSM11710323,2997,25.4,862685616.0,66559,20300133,71.0,508394938.0,5627488.0,178251.0,89611820.0,665573579.0,248165435.0,97.0,46424.0,147.0,39.0,233523.0,35.0,188914960.0,64768.0,,9248151.0,0,
124,3yOlyBJuViE2YSGn3nVE1K,"Camila Cabello,DaBaby",Romance,My Oh My (feat. DaBaby),76,170746,False,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,dance,"('My Oh My (feat. DaBaby)', 'Camila Cabello,DaBaby')",590,My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-06-12,USSM11914257,1218,42.9,703865912.0,78873,23552368,68.0,344504691.0,5473016.0,1434048.0,288727576.0,2298790080.0,262934830.0,74.0,243345.0,170.0,41.0,101125.0,21.0,136780685.0,92037.0,16327957.0,3703911.0,0,
125,0QBzMgT7NIeoCYy3sJCof1,"Camila Cabello,Ed Sheeran",Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),87,206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance,"('Bam Bam (feat. Ed Sheeran)', 'Camila Cabello,Ed Sheeran')",592,Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,2021-10-29,USSM12200047,539,66.2,907821800.0,106835,71070491,68.0,242506280.0,2540594.0,165069.0,54851263.0,702113761.0,4973499360.0,152.0,478141.0,1115.0,98.0,2702560.0,79.0,47200073.0,18000.0,,7126240.0,0,
126,2DB4DdfCFMw1iaR6JaR03a,"Camila Cabello,Ed Sheeran",Familia,Bam Bam (feat. Ed Sheeran),82,206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance,"('Bam Bam (feat. Ed Sheeran)', 'Camila Cabello,Ed Sheeran')",592,Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,2021-10-29,USSM12200047,539,66.2,907821800.0,106835,71070491,68.0,242506280.0,2540594.0,165069.0,54851263.0,702113761.0,4973499360.0,152.0,478141.0,1115.0,98.0,2702560.0,79.0,47200073.0,18000.0,,7126240.0,0,
127,6Z8R6UsFuGXGtiIxiD8ISb,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Safe And Sound,83,192789,False,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,rock,"('Safe And Sound', 'Capital Cities')",605,Safe And Sound,Capital Cities EP,Capital Cities,2012-01-01,USCA21203108,2317,29.7,1286089822.0,256512,74267670,78.0,291434533.0,3222924.0,226012.0,94442871.0,774957680.0,322090946.0,118.0,160290.0,427.0,81.0,172564.0,42.0,362990771.0,400888.0,,21359402.0,0,
128,20I6sIOMTCkB6w7ryavxtO,Carly Rae Jepsen,Kiss,Call Me Maybe,80,193400,False,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,electro,"('Call Me Maybe', 'Carly Rae Jepsen')",624,Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,CAB391100615,960,49.2,1394048309.0,211162,114187117,77.0,2007334200.0,12223928.0,418014.0,40431475.0,367016981.0,1811023591.0,222.0,200327.0,967.0,145.0,1939414.0,88.0,401427022.0,1189600.0,,14252942.0,0,
129,37R0bQOQj5a7DOqh1TGzvB,Charlie Puth,Nine Track Mind,One Call Away,73,194453,False,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4,dance,"('One Call Away', 'Charlie Puth')",644,One Call Away,One Call Away,Charlie Puth,2015-08-21,USAT21502703,1604,36.6,833094374.0,74711,20494033,69.0,975631232.0,6042733.0,4141919.0,72328589.0,730041228.0,239063453.0,9.0,91388.0,169.0,26.0,42614.0,43.0,384880235.0,293797.0,,,0,
130,3AVXwaOGCEL8cmBecfcsFJ,Charlie Puth,Light Switch (Instrumental),Light Switch,77,187703,False,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance,"('Light Switch', 'Charlie Puth')",646,Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,USAT22107359,782,54.7,593554969.0,84288,17284885,67.0,284499511.0,3909648.0,506518.0,475880505.0,4729678365.0,3277338062.0,98.0,201936.0,866.0,30.0,685471.0,48.0,55256200.0,10657.0,2916780.0,2231820.0,0,
131,1jEBSDN5vYViJQr78W7jr2,Charlie Puth,CHARLIE,Light Switch,71,187703,False,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,4,dance,"('Light Switch', 'Charlie Puth')",646,Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,USAT22107359,782,54.7,593554969.0,84288,17284885,67.0,284499511.0,3909648.0,506518.0,475880505.0,4729678365.0,3277338062.0,98.0,201936.0,866.0,30.0,685471.0,48.0,55256200.0,10657.0,2916780.0,2231820.0,0,
132,5Q4lCfjJ1aht8YZOGFbC5U,Charlie Puth,CHARLIE,Light Switch,66,187703,False,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,4,dance,"('Light Switch', 'Charlie Puth')",646,Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,USAT22107359,782,54.7,593554969.0,84288,17284885,67.0,284499511.0,3909648.0,506518.0,475880505.0,4729678365.0,3277338062.0,98.0,201936.0,866.0,30.0,685471.0,48.0,55256200.0,10657.0,2916780.0,2231820.0,0,
133,5vjLSffimiIP26QG5WcN2K,Chord Overstreet,Hold On,Hold On,82,198853,False,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4,acoustic,"('Hold On', 'Chord Overstreet')",665,Hold On,Hold On,Chord Overstreet,2017-03-02,USUM71615568,1725,35.1,847578246.0,122390,28205829,73.0,817730890.0,8045419.0,735926.0,173724076.0,1343189392.0,254053114.0,20.0,452.0,,6.0,25805.0,,133204015.0,120281.0,28423570.0,2901322.0,0,
134,6XHVuErjQ4XNm6nDPVCxVX,"Chris Brown,Drake",Indigo,No Guidance (feat. Drake),80,260640,True,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,4,dance,"('No Guidance (feat. Drake)', 'Chris Brown,Drake')",667,No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,2019-08-06,USRC11901583,724,56.9,1030515485.0,157003,35028641,70.0,809218963.0,5861900.0,794152.0,55950941.0,451934036.0,355440823.0,185.0,215.0,7.0,38.0,513679.0,55.0,403683186.0,181600.0,3524264.0,8062187.0,1,
135,3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Traveller,Tennessee Whiskey,81,293293,False,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,country,"('Tennessee Whiskey', 'Chris Stapleton')",677,Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,2015-04-28,USUM71418088,661,59.1,954073526.0,162233,36021163,77.0,1153379467.0,6645883.0,148665.0,21371017.0,243324273.0,147427683.0,117.0,14374.0,100.0,24.0,15644.0,34.0,1274748936.0,1291820.0,,5069348.0,0,
136,1WTlony1MLK4u5OaG8uTLg,Cigarettes After Sex,Apocalypse,Apocalypse,50,290146,False,0.369,0.46,5,-9.04,1,0.0274,0.0205,0.473,0.109,0.173,94.523,4,ambient,"('Apocalypse', 'Cigarettes After Sex')",690,Apocalypse,Apocalypse,Cigarettes After Sex,2017-03-21,USBQU1700034,1628,36.3,1305189811.0,259761,79958707,82.0,237610293.0,2556677.0,126427.0,67441717.0,435331773.0,5708240.0,64.0,5105.0,53.0,30.0,219837.0,42.0,20133868.0,17745.0,30727101.0,4881850.0,1,
137,3s4U7OHV7gnj42VV72eSZ6,"Clean Bandit,Jess Glynne",Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),72,227833,False,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,funk,"('Rather Be (feat. Jess Glynne)', 'Clean Bandit,Jess Glynne')",699,Rather Be (feat. Jess Glynne),I Cry When I Laugh,Clean Bandit,2013-01-01,GBAHS1300498,2236,30.3,1327093253.0,188363,58299660,70.0,875568512.0,5009883.0,1072310.0,146302323.0,1196196511.0,528574920.0,250.0,121439.0,214.0,162.0,968778.0,78.0,62386418.0,110843.0,2123648.0,25620314.0,0,
138,6kkD5wZyq1L1ousAXSvqsI,CoComelon,"CoComelon Kids Hits, Vol. 7",If You're Happy and You Know It,56,168000,False,0.93,0.477,5,-10.455,1,0.0898,0.657,0.0,0.143,0.967,119.997,4,children,"(""If You're Happy and You Know It"", 'CoComelon')",709,If You're Happy and You Know It (Clap Your Hands),Circle Time Singalong,CoComelon,2022-10-06,UKP3G2004606,3514,23.0,433037.0,120,15324,20.0,386932138.0,889910.0,,,,34561.0,4.0,1.0,,,,,418696.0,737.0,,,0,
139,3RiPr603aXAoi4GHyXx0uy,Coldplay,A Head Full of Dreams,Hymn for the Weekend,85,258266,False,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,4,pop,"('Hymn for the Weekend', 'Coldplay')",717,Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,2015-04-12,GBAYE1600763,1429,38.9,652636187.0,66904,13714193,62.0,2311416671.0,17336274.0,63700.0,14723222.0,176024075.0,367311169.0,64.0,11349.0,,228.0,416578.0,1.0,65522469.0,19539.0,,2288631.0,0,
140,200x8ONbPfFzByUr3fVz46,Cole Swindell,Stereotype,She Had Me At Heads Carolina,82,206106,False,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,4,country,"('She Had Me At Heads Carolina', 'Cole Swindell')",721,She Had Me At Heads Carolina,Stereotype,Cole Swindell,2022-08-04,USWB12200181,1007,47.9,244709550.0,33533,14159174,69.0,92809269.0,501049.0,53799.0,11305059.0,140118719.0,466327206.0,31.0,418626.0,159.0,4.0,96022.0,28.0,154772045.0,37582.0,,911477.0,0,
141,4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Kid Krow,Heather,87,198040,False,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,3,pop,"('Heather', 'Conan Gray')",723,Heather,Kid Krow,Conan Gray,2020-03-20,USUM71924264,1276,41.8,1675083208.0,191604,123682546,80.0,138807824.0,3143644.0,564728.0,142804065.0,755895289.0,22941276.0,105.0,36474.0,10.0,42.0,628449.0,29.0,25061083.0,81558.0,,2614466.0,0,
142,42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,Dan + Shay,Tequila,72,196746,False,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,4,country,"('Tequila', 'Dan + Shay')",777,Tequila,Tequila,Dan + Shay,2018-10-01,USWB11702518,4092,21.0,601987422.0,52580,11498486,65.0,54165764.0,456799.0,82872.0,4294884.0,43174144.0,3693637.0,3.0,204810.0,138.0,5.0,1242.0,60.0,324897256.0,142351.0,9599130.0,,0,
143,3xdjjKMcMOFgo1eQrfbogM,Darius Rucker,True Believers,Wagon Wheel,78,298373,False,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,4,country,"('Wagon Wheel', 'Darius Rucker')",795,Wagon Wheel,True Believers,Darius Rucker,2013-01-01,USCN11200248,2477,28.6,727417273.0,107826,25463894,73.0,563826762.0,2402463.0,51203.0,14475594.0,101847028.0,596719707.0,59.0,128432.0,126.0,19.0,25550.0,24.0,575560582.0,786536.0,1206091.0,3566957.0,0,
144,1xGmP8HasLB2Vcp0iBHeXP,"David Guetta,Bebe Rexha",I'm Good (Blue),I'm Good (Blue) - Extended,70,219047,True,0.703,0.637,7,-4.435,0,0.0412,0.00108,0.01,0.0713,0.485,128.008,4,edm,"(""I'm Good (Blue) - Extended"", 'David Guetta,Bebe Rexha')",808,I'm Good (Blue),I'm Good (Blue),David Guetta,2022-08-26,UKWLG2200055,43,209.6,1658229422.0,262248,239957538,83.0,466080689.0,4324989.0,728093.0,54258768.0,1051836430.0,1425853925.0,285.0,935190.0,2487.0,207.0,6479623.0,168.0,139926990.0,31235.0,8007236.0,10973120.0,1,
145,1V6gIisPpYqgFeWbMLI0bA,Demi Lovato,Demi,Heart Attack,78,210840,False,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,4,dance,"('Heart Attack', 'Demi Lovato')",830,Heart Attack,Demi,Demi Lovato,2013-01-01,USHR11334249,3134,24.6,826593536.0,101501,31034827,74.0,898024937.0,7520556.0,294053.0,100368132.0,792708732.0,528895639.0,35.0,10217.0,80.0,36.0,81684.0,17.0,283340326.0,496904.0,,5072778.0,0,
146,2hFDO1f9t96wZZdQnn5ejI,Dermot Kennedy,Songs of Sonder,Kiss Me,68,229436,False,0.646,0.863,0,-2.046,0,0.0367,0.00203,0.0,0.0686,0.459,120.08,4,folk,"('Kiss Me', 'Dermot Kennedy')",834,Kiss Me,Songs of Sonder,Dermot Kennedy,2022-02-09,USUG12201963,1973,32.4,149237160.0,22036,6228907,65.0,60539963.0,307422.0,40847.0,3087705.0,52556917.0,1935086543.0,39.0,262744.0,,22.0,662373.0,20.0,87697.0,147.0,,2868389.0,0,
147,7cdy4PbCdDZZNjyxoZyE0c,Dirty Heads,Vacation,Vacation,66,209721,True,0.736,0.751,8,-5.588,1,0.034,0.0381,0.0,0.105,0.839,150.064,4,reggae,"('Vacation', 'Dirty Heads')",860,Vacation,Vacation,Dirty Heads,2017-11-08,USDPK1700118,3147,24.6,253490559.0,78414,9539906,20.0,157050046.0,2249067.0,4715901.0,389010308.0,4610799658.0,3057202.0,16.0,8106.0,59.0,9.0,3638.0,3.0,70579414.0,71144.0,,2770196.0,1,
