,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,track_artist_tuple,Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 29
10,35Vb6CUvrLrpC9JOmh5NhH,Adele,Send My Love (To Your New Lover),Send My Love (To Your New Lover),42,223078,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,british,"('Send My Love (To Your New Lover)', 'Adele')",78,Send My Love (To Your New Lover),25,Adele,2015-11-20,GBBKS1500215,2234,30.3,1064599051.0,89443,24441546,66.0,997993764.0,6246988.0,66520.0,38824727.0,261382201.0,1677484200.0,116.0,19122.0,108.0,37.0,295349.0,18.0,420137717.0,93772.0,,8268701.0,0,
11,3dbLT62Cvs46Ju7a8gpr36,aespa,Savage - The 1st Mini Album,Savage,74,238143,False,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,4,k-pop,"('Savage', 'aespa')",83,Savage,Savage - The 1st Mini Album - EP,aespa,2021-05-10,KRA302100326,3247,24.1,222400657.0,19680,9854978,68.0,399807694.0,5239967.0,113542.0,141153423.0,936285256.0,145924225.0,21.0,3257.0,148.0,1.0,4799.0,17.0,577999.0,666.0,,400154.0,0,
12,2zrhoHlFKxFTRF5aMyxMoQ,aespa,Next Level,Next Level,74,221573,False,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,k-pop,"('Next Level', 'aespa')",84,Next Level,Next Level,aespa,2021-05-17,KRA302100169,2715,27.0,245384123.0,26925,9940497,68.0,514192282.0,6129641.0,94211.0,98935007.0,693149332.0,171506164.0,41.0,5409.0,43.0,2.0,5767.0,33.0,972338.0,1538.0,,547626.0,0,
13,2WTHLEVjfefbGoW7F3dXIg,aespa,Girls - The 2nd Mini Album,Girls,78,240440,False,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,4,k-pop,"('Girls', 'aespa')",85,Girls,Girls - The 2nd Mini Album,aespa,2022-08-07,KRA302200097,3923,21.6,115406939.0,11617,5520626,62.0,267348363.0,3146913.0,63600.0,49841018.0,401260794.0,127523080.0,13.0,1048.0,10.0,6.0,24059.0,17.0,399110.0,156.0,,249490.0,0,
14,68EkhVWIeULhHxcbi1QhzK,AJR,OK ORCHESTRA,World's Smallest Violin,80,180746,True,0.68,0.697,5,-7.01,1,0.0484,0.121,0.0,0.661,0.684,116.033,4,rock,"(""World's Smallest Violin"", 'AJR')",96,World's Smallest Violin,OK ORCHESTRA,AJR,2021-01-01,QMRSZ2003324,2165,30.8,343227483.0,71196,5509068,63.0,239480315.0,4107386.0,532614.0,652146812.0,6292383402.0,988296994.0,9.0,38402.0,554.0,4.0,65921.0,6.0,8090551.0,75244.0,4172343.0,2936528.0,1,
15,3oWxFNsXstcancCR1wODR4,"Akhil Sachdeva,Tulsi Kumar",Kabir Singh,Tera Ban Jaunga,72,236436,False,0.605,0.53,11,-6.346,1,0.0246,0.821,0.0,0.131,0.397,93.95,4,pop,"('Tera Ban Jaunga', 'Akhil Sachdeva,Tulsi Kumar')",99,Tera Ban Jaunga,Kabir Singh,Akhil Sachdeva,2019-06-14,INS181903758,2372,29.3,211095929.0,15632,8831229,63.0,325655059.0,2524096.0,5710312.0,5797183.0,94600665.0,91612412.0,16.0,215.0,,,,2.0,,,,299317.0,0,
16,5EbX5xL3O2xT8FxCpYzgUO,Alessia Cara,"How Far I'll Go (From ""Moana"")","How Far I'll Go - From ""Moana""",66,175517,False,0.309,0.544,9,-9.621,1,0.352,0.155,0.000265,0.0727,0.16,180.979,4,electro,"('How Far I\'ll Go - From ""Moana""', 'Alessia Cara')",126,"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,2016-10-28,USWD11677601,1476,38.1,740261910.0,49852,13088456,58.0,341087439.0,2812967.0,6680.0,5148211.0,26579876.0,2631537.0,72.0,10652.0,,17.0,96911.0,12.0,267332003.0,1592942.0,4664608.0,3721475.0,0,
17,1almCHdsfikRPfVB9VrEdT,Alex & Sierra,It's About Us,Little Do You Know,77,185200,False,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,4,pop,"('Little Do You Know', 'Alex & Sierra')",128,Little Do You Know,Little Do You Know,Alex & Sierra,2014-01-01,USSM11404193,4077,21.1,732651478.0,76941,29043662,65.0,511428536.0,5924267.0,1005996.0,76255229.0,663477196.0,18664403.0,37.0,198.0,,20.0,83357.0,8.0,475143620.0,284882.0,,1350264.0,0,
18,4esOae7i4rqTbAu9o5Pxco,Alicia Keys,Girl on Fire (Remixes) - EP,Girl on Fire,77,224920,False,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,4,soul,"('Girl on Fire', 'Alicia Keys')",136,Girl On Fire,NRJ Music Awards 2013,Alicia Keys,2012-01-01,USRC11201015,3620,22.6,646295324.0,96138,42759011,71.0,719570982.0,5771711.0,1767171.0,100602291.0,1264756176.0,233120548.0,112.0,132465.0,164.0,67.0,216702.0,33.0,130538038.0,461006.0,,5809958.0,0,
19,2oEHcVe21whTKWQBqRAYPp,"Anirudh Ravichander,Jonita Gandhi","Halamithi Habibo (From ""Beast"")","Halamithi Habibo (From ""Beast"")",61,279677,False,0.705,0.852,2,-4.552,0,0.252,0.226,0.000626,0.14,0.671,185.964,3,hip-hop,"('Halamithi Habibo (From ""Beast"")', 'Anirudh Ravichander,Jonita Gandhi')",166,"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,2020-10-03,INS172000675,3300,23.9,94152948.0,9693,3944785,56.0,675223784.0,6031429.0,878600.0,51767552.0,848894091.0,156425286.0,7.0,323.0,,,,8.0,14043.0,,,166731.0,0,
20,4dJrjWtAhEkW7VdPYSL1Ip,"Anirudh Ravichander,Gana Balachandar","Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",60,228257,False,0.649,0.947,7,-4.087,1,0.26,0.218,0.383,0.0532,0.579,164.943,4,hip-hop,"('Vaathi Coming (From ""Master"")', 'Anirudh Ravichander,Gana Balachandar')",166,"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,2020-10-03,INS172000675,3300,23.9,94152948.0,9693,3944785,56.0,675223784.0,6031429.0,878600.0,51767552.0,848894091.0,156425286.0,7.0,323.0,,,,8.0,14043.0,,,166731.0,0,
21,5zDoSmh06F7kjXGIHFhQzh,Arctic Monkeys,Live at the Royal Albert Hall,Do I Wanna Know? - Live,54,281093,False,0.252,0.77,0,-7.925,1,0.0489,0.0924,2.97e-05,0.688,0.305,84.366,4,garage,"('Do I Wanna Know? - Live', 'Arctic Monkeys')",197,Do I Wanna Know?,AM,Arctic Monkeys,2013-01-01,GBCEL1300362,1837,33.9,2188592950.0,361827,91030520,81.0,457550865.0,4610448.0,13917.0,12237124.0,71629637.0,56377.0,149.0,2204.0,71.0,103.0,706652.0,34.0,308026596.0,156277.0,,10708249.0,0,
22,7xmwLmkoWpghkq8jyEhtbx,Arctic Monkeys,Do I Wanna Know?,Do I Wanna Know?,54,273424,False,0.535,0.574,2,-6.865,0,0.0372,0.35,9.96e-05,0.12,0.445,84.984,4,garage,"('Do I Wanna Know?', 'Arctic Monkeys')",197,Do I Wanna Know?,AM,Arctic Monkeys,2013-01-01,GBCEL1300362,1837,33.9,2188592950.0,361827,91030520,81.0,457550865.0,4610448.0,13917.0,12237124.0,71629637.0,56377.0,149.0,2204.0,71.0,103.0,706652.0,34.0,308026596.0,156277.0,,10708249.0,0,
