,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
3311,Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,2020-03-20,USUG12101839,884,51.4,1549317525.0,178149.0,71174158.0,73.0,385884628.0,4302435.0,89958.0,59135602.0,426511103.0,271720676.0,309.0,236616.0,,166.0,2493997.0,58.0,87260353.0,20102.0,5621588.0,3251107.0,0
3312,In Your Eyes,After Hours,The Weeknd,2020-03-20,USUG12000657,"2,054",31.8,940914292.0,130934.0,30398290.0,70.0,166787290.0,2132781.0,455015.0,53359943.0,600906044.0,270632997.0,115.0,748.0,126,34.0,118255.0,28.0,79648988.0,16794.0,,6236168.0,1
3313,Blinding Lights - Instrumental,Blinding Lights,The Weeknd,2020-11-09,USUG12003586,"3,553",22.8,5191059.0,1333.0,1102247.0,32.0,685599294.0,5046214.0,86612.0,34207191.0,490367040.0,18293.0,1.0,495.0,,,,,75074.0,1303.0,,,0
3314,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Highlights (Deluxe),The Weeknd,2021-05-02,USUG12303876,"1,142",44.5,812954133.0,137681.0,53947304.0,81.0,66369681.0,851906.0,564129.0,71837599.0,797041217.0,504465645.0,147.0,78013.0,7,43.0,1369406.0,47.0,2985202.0,7888.0,8817729.0,6377668.0,1
3315,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Highlights (Deluxe),The Weeknd,2021-05-02,USUG12303881,"1,269",42.0,939627795.0,67381.0,127728248.0,87.0,371522364.0,3979062.0,47277.0,42074581.0,265186570.0,596597973.0,61.0,26883.0,216,65.0,10250543.0,23.0,6907370.0,4533.0,6332660.0,4254554.0,0
3316,Is There Someone Else?,The Highlights (Deluxe),The Weeknd,2021-05-02,USUG12106692,"2,485",28.6,669099980.0,87216.0,26997782.0,76.0,213028772.0,2081644.0,771.0,6034599.0,101980300.0,608054184.0,13.0,4608.0,90,7.0,240246.0,15.0,4076339.0,2222.0,5014133.0,1352593.0,0
3317,Out of Time,The Highlights (Deluxe),The Weeknd,2021-05-02,USUG12106689,"2,507",28.3,451878749.0,78793.0,18239674.0,70.0,221123432.0,2660730.0,23842.0,20880385.0,233301151.0,3022110413.0,41.0,114661.0,709,17.0,330997.0,21.0,2975758.0,4342.0,,1722436.0,0
3318,Sacrifice,The Highlights (Deluxe),The Weeknd,2021-05-02,USUG12106685,"3,240",24.2,387273112.0,61978.0,16015269.0,65.0,103938760.0,1316097.0,21110.0,10221959.0,179105827.0,2664563656.0,59.0,201646.0,708,42.0,2095389.0,39.0,8539058.0,2764.0,,1926829.0,1
3319,Take My Breath - Single Version,Take My Breath,The Weeknd,2021-05-08,USUG12102076,"1,085",45.9,465348362.0,89586.0,17062402.0,57.0,218889957.0,2186587.0,42395.0,17828688.0,224955330.0,2420528253.0,151.0,373541.0,489,46.0,2548365.0,44.0,78039281.0,7207.0,,,0
3324,Seven Nation Army,Elephant,The White Stripes,2003-01-01,USVT10300001,"4,030",21.2,1657866786.0,206953.0,64036444.0,81.0,339571990.0,4052894.0,263920.0,137323740.0,1394903550.0,5268188.0,275.0,184079.0,124,86.0,972676.0,110.0,912422054.0,566339.0,,10108433.0,0
3326,Die A Happy Man,Die a Happy Man - Single,Thomas Rhett,2015-01-01,USLXJ1507199,"3,782",22.0,622198235.0,53548.0,22066757.0,66.0,281739663.0,1138264.0,10615.0,2053389.0,18928214.0,349194533.0,56.0,90639.0,88,13.0,16131.0,33.0,801952029.0,239101.0,,2864850.0,0
3329,SEVILLA,SEVILLA,Thrife,2022-12-08,SE6XW2288884,"3,725",22.2,26054526.0,23652.0,1011837.0,41.0,1500755.0,20564.0,1585725.0,76687884.0,769574589.0,,1.0,8.0,,1.0,2681.0,1.0,,,,298281.0,1
3331,SPIT IN MY FACE!,Spit in My Face! - Single,ThxSoMch,2022-10-31,QZAKB2203051,"1,798",34.3,516541770.0,50163.0,5857724.0,,153636776.0,2047892.0,153401.0,73405119.0,893095805.0,86778108.0,,112.0,343,,,,,,,,1
3332,SPIT IN MY FACE!,SPIT IN MY FACE! - Single,ThxSoMch,2022-12-20,USAT22223103,"1,895",33.3,519330096.0,67639.0,18087902.0,74.0,255558.0,3748.0,,,,,26.0,2969.0,,7.0,22420.0,11.0,1778625.0,5601.0,,1841098.0,1
3333,Entre Nosotros,Entre Nosotros,Tiago PZK,2021-08-07,ARGT32100004,"2,935",25.7,472107491.0,65462.0,8388402.0,63.0,221630313.0,1721936.0,121905.0,37557078.0,295962547.0,,25.0,5418.0,31,4.0,19286.0,7.0,1413561.0,2071.0,,1367342.0,0
3334,Salimo de Noche,Salimo de Noche,Tiago PZK,2021-10-21,AR3N42100003,"3,275",24.0,315581950.0,56373.0,8132909.0,59.0,200961304.0,1909013.0,203539.0,88373861.0,767313472.0,280284318.0,15.0,5092.0,,15.0,62708.0,7.0,21095.0,,,346879.0,1
3335,Entre Nosotros (Remix) [con Nicki Nicole],Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,2022-05-01,AR3N42100008,"1,866",33.6,297383787.0,36673.0,9448129.0,65.0,467320988.0,3360533.0,,,,595873581.0,20.0,12895.0,,14.0,27719.0,8.0,344197.0,604.0,13998.0,737203.0,0
3340,The Way I Are,Shock Value (International Version),Timbaland,2007-01-01,USUM70722806,"4,495",19.6,858734232.0,177813.0,63919947.0,78.0,671323389.0,3052958.0,43406.0,31003462.0,318483532.0,188799981.0,100.0,56432.0,347,31.0,638072.0,22.0,404463590.0,176142.0,1896764.0,10984658.0,0
3342,Bar,Bar,TINI,2021-11-11,USHR12142718,"3,487",23.1,231155441.0,33491.0,8783650.0,54.0,314218837.0,1831905.0,155.0,4004.0,72618.0,55444647.0,22.0,6476.0,297,11.0,86670.0,11.0,142174.0,205.0,,313366.0,0
3343,La Triple T,La Triple T,TINI,2022-05-05,USHR12243202,"2,877",26.0,265244748.0,27965.0,12696928.0,58.0,219911011.0,1029281.0,439688.0,63221453.0,837142924.0,38389154.0,29.0,17457.0,424,21.0,249287.0,16.0,383784.0,211.0,,226814.0,0
3346,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,2021-04-22,GBAHS2100229,"1,845",33.8,329901408.0,127068.0,10900641.0,59.0,139803282.0,2011079.0,823150.0,666189916.0,5034712644.0,5387519.0,56.0,5281.0,,11.0,42260.0,13.0,396981.0,1386.0,,1625019.0,1
3350,Delincuente,Delincuente,Tokischa,2022-08-19,RDRAY2200003,"3,541",22.9,190095480.0,35863.0,12100534.0,68.0,83772680.0,753857.0,358618.0,88295849.0,801557207.0,65010.0,17.0,256.0,,4.0,69817.0,,2203900.0,2615.0,,1258357.0,1
3351,Chill Vibes,Chill Vibes,Tollan Kim,2022-03-31,SGB502214297,501,68.8,1212312.0,560.0,367540.0,32.0,668067.0,10341.0,9268296.0,888782233.0,14162352713.0,,,1.0,,1.0,6.0,,29241.0,1149.0,,46761.0,0
3352,Aesthetic,Aesthetic,Tollan Kim,2022-04-03,SGB502208576,114,144.0,5712985.0,2311.0,535908.0,44.0,3120073.0,56276.0,20114495.0,2452502310.0,33870791454.0,,4.0,22.0,,4.0,1397.0,1.0,21564.0,81.0,,249823.0,0
3353,Little Bit of Love,Little Bit of Love,Tom Grennan,2021-08-01,GBARL2001197,"2,810",26.5,389164529.0,60436.0,21604450.0,62.0,96711789.0,597354.0,22228.0,9869894.0,82984646.0,22709518.0,75.0,249186.0,56,37.0,212978.0,11.0,1555422.0,711.0,3087711.0,3654247.0,0
3354,Another Love,Songs from Another Love,Tom Odell,2012-01-01,GBARL1300107,"1,842",33.9,2444335468.0,380675.0,168483196.0,83.0,996981745.0,9104648.0,452786.0,77257465.0,714451407.0,858018753.0,137.0,36017.0,8,195.0,16139369.0,30.0,,,,,1
3356,Rainfall,Rainfall,Tom Santa,2022-02-18,GBUM72200893,"4,167",20.8,164856432.0,76735.0,44649643.0,70.0,13263610.0,131789.0,620.0,141091.0,1806528.0,,10.0,393.0,51,17.0,26550.0,14.0,4678.0,77.0,,473453.0,0
3357,Leave a Light On,Leave a Light On,Tom Walker,2017-10-13,GBARL1701655,"3,220",24.3,616379687.0,98086.0,22349959.0,65.0,348579880.0,3152170.0,122108.0,26221402.0,205457689.0,22801432.0,70.0,78118.0,,41.0,87817.0,18.0,13245878.0,14608.0,10102090.0,13625815.0,0
3358,In The End,In the End,Tommee Profitt,2018-06-04,TCADO1871408,771,55.2,85068645.0,23747.0,2345029.0,52.0,1615682416.0,16097448.0,7610004.0,421716078.0,6274917849.0,104330417.0,11.0,96.0,6,3.0,28699.0,,850756.0,1833.0,,8985174.0,0
3365,Dance Monkey,Dance Monkey,Tones And I,2019-10-05,QZES71982312,40,214.5,3071214106.0,375201.0,64901153.0,71.0,3366447481.0,27240268.0,10342366.0,393814740.0,5861939942.0,2428166573.0,549.0,573733.0,169,584.0,5749770.0,121.0,373294159.0,844198.0,37430204.0,44842636.0,0
3366,Fly Away,Fly Away,Tones And I,2020-11-13,USAT22006865,"4,076",21.1,419557907.0,58857.0,14747928.0,64.0,60022490.0,600320.0,458353.0,84319796.0,1034246968.0,920471.0,121.0,77964.0,,25.0,49224.0,6.0,40419797.0,12929.0,1863329.0,1881817.0,0
3368,"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2019-04-02,INS181900274,"3,757",22.1,84890640.0,8746.0,5016334.0,59.0,939513536.0,3629985.0,30600.0,496273.0,7092486.0,138637329.0,17.0,723.0,,,,3.0,,,,141007.0,0
3369,Goa Beach,Goa Beach,Tony Kakkar,2020-11-02,FR10S2014119,"1,576",36.9,33384757.0,3507.0,1365917.0,48.0,547206302.0,3673228.0,5723290.0,120770451.0,2180222501.0,86532.0,2.0,663.0,,,,3.0,2276.0,,,92503.0,0
3372,Breaking Me,Breaking Me (feat. A7S),Topic,2019-12-19,DEUM71906724,590,62.5,1128612961.0,184002.0,50489973.0,69.0,473684535.0,3364098.0,564408.0,46664008.0,602190373.0,67356913.0,267.0,402599.0,112,133.0,2501793.0,33.0,105347004.0,27039.0,13322793.0,15373934.0,0
3373,Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,2022-06-17,DECE72201091,"3,543",22.9,171920896.0,41774.0,34142715.0,65.0,14115131.0,142485.0,5176.0,2927375.0,51987916.0,1823310.0,39.0,124290.0,,43.0,1531127.0,20.0,763822.0,224.0,,1861356.0,0
3374,Say It,Say It,Tory Lanez,2015-07-31,USUM71510633,"2,447",28.8,510138748.0,83010.0,18881944.0,70.0,486163241.0,3542793.0,44861.0,11918324.0,63978184.0,46059609.0,76.0,7357.0,18,58.0,25377.0,3.0,345673337.0,167125.0,70720994.0,,1
3375,Broke In A Minute,Broke In A Minute,Tory Lanez,2020-07-02,USUM72002126,"2,186",30.6,407015049.0,116527.0,22947586.0,70.0,44157454.0,665741.0,20568.0,9087023.0,59673227.0,13257357.0,30.0,1450.0,,32.0,120194.0,6.0,3729253.0,8435.0,46033727.0,712141.0,1
3376,The Color Violet,Alone At Prom,Tory Lanez,2021-10-12,QZTGW2100275,833,53.1,806918358.0,152298.0,19863721.0,79.0,105278538.0,1053733.0,40106.0,22514603.0,251896836.0,3583107.0,22.0,2409.0,,2.0,22675.0,3.0,893116.0,8036.0,16338259.0,2322363.0,0
3377,Habits (Stay High),Habits,Tove Lo,2013-03-15,SE3NM1300101,"1,658",35.9,919756735.0,144657.0,32634535.0,69.0,1690599219.0,10605192.0,1104477.0,79537962.0,685728708.0,160698971.0,81.0,99671.0,203,73.0,330054.0,19.0,341542058.0,163469.0,,12405534.0,0
3378,La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando,2013-10-06,COA3C1500662,"2,250",30.2,38260236.0,3255.0,310554.0,55.0,2809354638.0,7825584.0,22366.0,1533921.0,72165422.0,,,8.0,,,,,,,,4506.0,0
3380,Antidote,Antidote,Travis Scott,2015-07-28,USSM11505661,"3,053",25.1,693552475.0,148244.0,28799004.0,68.0,484191598.0,3735154.0,680593.0,15685738.0,100004969.0,203700286.0,129.0,479.0,18,38.0,365775.0,29.0,260556165.0,144489.0,5339568.0,3758685.0,1
3381,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,USSM11607555,549,65.5,2396737761.0,381756.0,90317118.0,82.0,1334796210.0,12947143.0,1025273.0,181634476.0,1545294272.0,202525787.0,210.0,38443.0,51,82.0,2173347.0,30.0,350431346.0,278196.0,,8025643.0,1
3382,BUTTERFLY EFFECT,EPIC AF,Travis Scott,2017-01-01,USSM11704799,"1,028",47.4,1388024799.0,219410.0,37089107.0,79.0,583707677.0,4328247.0,103265.0,22575146.0,236970860.0,39422962.0,133.0,7534.0,,31.0,285491.0,27.0,190725773.0,62017.0,89880570.0,3356112.0,0
3383,SICKO MODE,ASTROWORLD,Travis Scott,2018-03-08,USSM11806660,626,60.9,2134271997.0,330314.0,97027433.0,77.0,271517371.0,2036075.0,1159868.0,262664925.0,2562546341.0,8490.0,286.0,79741.0,107,70.0,834774.0,115.0,307942023.0,300265.0,,10345810.0,1
3384,STARGAZING,ASTROWORLD,Travis Scott,2018-03-08,USSM11806658,"3,887",21.7,740409304.0,140977.0,21048687.0,70.0,211251366.0,2171021.0,11019.0,5798688.0,50313512.0,1332906.0,50.0,1945.0,5,17.0,210105.0,12.0,34539181.0,22518.0,,1402381.0,1
3385,CAN'T SAY,ASTROWORLD,Travis Scott,2018-03-08,USSM11806670,"4,323",20.2,601202311.0,140105.0,19353049.0,72.0,183455907.0,1802273.0,20378.0,10093459.0,75889595.0,24068983.0,16.0,42.0,,11.0,128575.0,10.0,14735967.0,15523.0,,1084361.0,1
3386,YOSEMITE,ASTROWORLD,Travis Scott,2018-03-08,USSM11806669,"4,408",19.9,646744185.0,131213.0,18096403.0,68.0,161578216.0,1576117.0,8999.0,3009068.0,25055075.0,32615566.0,44.0,1231.0,47,28.0,137307.0,10.0,58077529.0,20858.0,,1564987.0,1
3387,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,2019-04-10,USSM11904276,443,73.2,1625149693.0,304394.0,58905241.0,78.0,925241514.0,9308268.0,164816.0,74049746.0,713021988.0,179905608.0,211.0,83260.0,192,67.0,491690.0,58.0,184172216.0,79322.0,,4613459.0,1
3388,FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020-09-25,USSM12004756,"3,830",21.8,278032053.0,79755.0,13755423.0,63.0,179207995.0,2529783.0,59876.0,18571806.0,170949508.0,80863349.0,58.0,38286.0,19,21.0,21659.0,12.0,12891509.0,5890.0,,1765806.0,1
3389,Goosebumps - Remix,Goosebumps (Remix),Travis Scott,2021-01-15,USSM12100202,"1,410",39.4,767502068.0,142094.0,65054729.0,70.0,144061936.0,1059407.0,176005.0,43689472.0,505442832.0,97598122.0,169.0,175719.0,260,96.0,1602641.0,35.0,,,,4082559.0,1
3390,ESCAPE PLAN,ESCAPE PLAN / MAFIA - Single,Travis Scott,2021-05-11,USSM12104018,"4,247",20.5,200895335.0,76844.0,14032430.0,63.0,35120030.0,692065.0,9426.0,11969584.0,113665392.0,204246141.0,28.0,8857.0,52,20.0,666758.0,15.0,14971256.0,2425.0,,330838.0,1
3408,DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2022-02-15,KRA402100151,"1,396",39.7,224285122.0,23891.0,5328396.0,63.0,171821740.0,3263544.0,3250466.0,181066454.0,1829158410.0,11752273.0,9.0,8636.0,23,,,8.0,75877.0,144.0,,869565.0,0
3410,Falling,Falling,Trevor Daniel,2018-05-10,USUYG1221109,367,80.0,1606023895.0,225643.0,32822629.0,71.0,1151842584.0,15653870.0,6047796.0,914937622.0,8742744684.0,529839674.0,115.0,168415.0,126,195.0,454460.0,4.0,212305894.0,141079.0,2388.0,12373665.0,0
3413,Love Scars,A Love Letter To You,Trippie Redd,2017-05-14,QMEU31704830,"2,103",31.4,402970867.0,78206.0,11962192.0,5.0,101938749.0,1029804.0,252850.0,36416884.0,249602373.0,32722.0,51.0,10.0,,15.0,41759.0,1.0,34138922.0,56843.0,128989553.0,745513.0,1
3414,Who Needs Love,Who Needs Love,Trippie Redd,2019-11-19,QZJ841900065,"4,107",21.0,238027193.0,60128.0,8306828.0,4.0,79782493.0,1147086.0,5653.0,2048070.0,13194733.0,1105379.0,16.0,8.0,,6.0,107847.0,,11167136.0,19422.0,39901762.0,340905.0,1
3415,Miss The Rage (feat. Playboi Carti),Miss The Rage,Trippie Redd,2021-07-05,QZJ842000983,"1,160",44.1,535695469.0,188778.0,26774987.0,6.0,171889127.0,3367746.0,155446.0,113564973.0,1011224005.0,112767017.0,58.0,3186.0,9,15.0,112154.0,1.0,7839291.0,15078.0,,1525672.0,1
3417,Angel Baby,Angel Baby,Troye Sivan,2021-09-09,AUUM72100371,554,64.9,533416336.0,51383.0,15263459.0,68.0,293168763.0,2744278.0,6384142.0,410346965.0,4418855338.0,1548038923.0,49.0,31921.0,23,15.0,12354.0,25.0,1140347.0,2750.0,,1409744.0,0
3421,Mamichula - con Nicki Nicole,Atrevido,Trueno,2020-07-23,ARRWN2000010,"2,013",32.1,515582705.0,65906.0,17187107.0,76.0,606811318.0,5460826.0,201700.0,49875266.0,348605056.0,1343753328.0,51.0,4044.0,,31.0,406818.0,23.0,93316.0,727.0,,634470.0,0
3422,DANCE CRIP,DANCE CRIP,Trueno,2021-11-17,ARRWN2000082,"3,754",22.1,265253887.0,50642.0,5259227.0,61.0,186689501.0,2429799.0,123504.0,81240604.0,704505804.0,48162048.0,25.0,,,10.0,117988.0,10.0,,,,,1
3425,Hati-Hati di Jalan,Manusia,Tulus,2022-03-03,FR2X42253130,"3,627",22.5,306652166.0,21841.0,7413119.0,69.0,225136062.0,2113507.0,371413.0,158047875.0,1719389454.0,,17.0,13846.0,,,,,,,,107807.0,0
3426,Stressed Out,Stressed Out,Twenty One Pilots,2015-04-28,USAT21500597,482,70.1,2313532702.0,333612.0,85684817.0,79.0,3241796669.0,22573742.0,440911.0,82148305.0,664725202.0,508271083.0,10.0,257332.0,288,93.0,590706.0,50.0,,,,,0
3427,Ride,Ride,Twenty One Pilots,2015-12-05,USAT21500598,"1,110",45.2,1724766252.0,240346.0,62583866.0,79.0,1832805733.0,14628417.0,473867.0,64556528.0,515516585.0,186902563.0,7.0,156588.0,225,63.0,409611.0,33.0,,,,,0
3428,Heathens,Heathens,Twenty One Pilots,2016-06-16,USAT21601930,296,88.6,1777196966.0,241108.0,65091468.0,78.0,2624180055.0,21763865.0,4715288.0,113594559.0,1024805500.0,479301512.0,125.0,153475.0,322,108.0,534238.0,31.0,513952113.0,630803.0,,14696531.0,0
3429,Chlorine,Trench,Twenty One Pilots,2018-05-10,USAT21810687,"2,425",28.9,517990518.0,91490.0,9737600.0,68.0,721254947.0,6194264.0,65628.0,7573964.0,67549016.0,196167813.0,,24174.0,12,21.0,93996.0,22.0,64231631.0,73554.0,,,0
3432,What is Love,What Is Love,TWICE,2018-09-04,US5TA1800038,"3,365",23.6,442941122.0,37463.0,7860589.0,67.0,885861488.0,8213650.0,477246.0,138993009.0,995480226.0,50891052.0,21.0,2538.0,14,2.0,33570.0,,,,,702566.0,0
3433,FANCY,FANCY YOU,TWICE,2019-04-22,US5TA1900042,"3,012",25.3,475639302.0,35569.0,9534989.0,67.0,816491835.0,8286772.0,211996.0,68075809.0,423648556.0,62906856.0,21.0,1196.0,11,12.0,186185.0,11.0,4175243.0,7628.0,,462489.0,0
3434,Feel Special,Feel Special,TWICE,2019-09-23,US5TA1900074,"4,251",20.5,361382812.0,27358.0,7905495.0,64.0,607728749.0,5763424.0,45456.0,31985856.0,277620586.0,77718925.0,32.0,1147.0,8,7.0,65007.0,12.0,2155171.0,5260.0,,392812.0,0
3435,I CAN'T STOP ME,Eyes Wide Open,TWICE,2020-10-26,US5TA2000134,"2,200",30.5,384886220.0,32051.0,9361355.0,65.0,681682229.0,7966863.0,243659.0,94368004.0,666762692.0,63358966.0,31.0,2821.0,9,8.0,56015.0,7.0,2318090.0,3023.0,2087158.0,643653.0,0
3436,The Feels,The Feels,TWICE,2021-01-10,US5TA2100080,"1,346",40.5,431638330.0,43727.0,10543105.0,66.0,564641494.0,7674539.0,641703.0,351794036.0,2323894242.0,91545454.0,33.0,10156.0,174,7.0,164797.0,37.0,2078193.0,4119.0,,910474.0,0
3437,Alcohol-Free,Alcohol-Free,TWICE,2021-09-06,US5TA2100022,"3,634",22.5,224295163.0,24906.0,7188926.0,62.0,398036555.0,5248109.0,154492.0,122614400.0,811061720.0,162479822.0,25.0,2581.0,46,1.0,32602.0,25.0,483553.0,1561.0,,339808.0,0
3440,WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1,WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1],TWISTED,2022-09-28,QZNWZ2297541,"1,868",33.6,299202591.0,67616.0,26749482.0,67.0,36393651.0,720855.0,418361.0,408682791.0,5978876777.0,1312638.0,21.0,796.0,,6.0,28157.0,,3556887.0,3088.0,,2693410.0,1
3441,Go Fuck Yourself,First Steps,Two Feet,2016-07-29,DEVF11600016,"2,591",27.7,649191183.0,160382.0,29032760.0,68.0,645296970.0,8887252.0,795603.0,151017071.0,1557145950.0,101434951.0,11.0,1173.0,,13.0,151243.0,,85462774.0,63886.0,,7233385.0,1
3442,I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,2017-10-11,USUM71709320,"3,270",24.0,503915156.0,116054.0,26974343.0,72.0,395172100.0,4550650.0,172195.0,57781993.0,485983172.0,19024819.0,10.0,28138.0,73,10.0,106988.0,10.0,133226702.0,41440.0,,5040350.0,0
3443,Lovefool,Lovefool,twocolors,2020-08-05,DEUM72001376,"2,519",28.2,359757970.0,73161.0,29218709.0,62.0,216865947.0,1581781.0,621587.0,49479727.0,658030330.0,25128259.0,149.0,181538.0,,65.0,2659118.0,8.0,33047274.0,4223.0,,4918636.0,0
3446,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix Version]",Ty Dolla $ign,2014-10-06,USAT21401391,"2,197",30.6,949312501.0,152498.0,28278237.0,74.0,858285365.0,5419110.0,8535.0,11730568.0,70600246.0,148190236.0,30.0,482.0,,7.0,4123.0,8.0,568114702.0,286287.0,,2633407.0,1
3447,Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,USUYG1198481,338,83.1,1358105253.0,217189.0,31143734.0,69.0,1875005008.0,10236903.0,3833884.0,145706030.0,1981780200.0,526087000.0,67.0,46534.0,142,34.0,183823.0,33.0,476875275.0,185157.0,,7997160.0,1
3448,Ayy Macarena,Ayy Macarena,Tyga,2019-11-13,USQX91903309,"2,703",27.1,417311779.0,106485.0,11727622.0,61.0,325105642.0,5043313.0,475505.0,94185459.0,1001763796.0,40073954.0,59.0,1555.0,,42.0,152402.0,3.0,17678350.0,42187.0,,3773690.0,1
3449,Freaky Deaky,Freaky Deaky - Single,Tyga,2022-02-25,USUYG1414608,"3,071",25.0,175043767.0,35769.0,7846959.0,59.0,115406648.0,1162510.0,29012.0,13278991.0,131915166.0,294033837.0,22.0,121820.0,322,9.0,117592.0,11.0,36402026.0,8234.0,,1235764.0,1
3450,Sunshine,Sunshine,Tyga,2022-12-08,USUYG1436663,"3,363",23.7,85785871.0,28868.0,3335711.0,60.0,12121852.0,157411.0,813.0,171609.0,2095787.0,,9.0,172982.0,894,5.0,45439.0,16.0,23149476.0,2410.0,,1018403.0,1
3458,5 Foot 9,5 Foot 9,Tyler Hubbard,2022-05-20,USUM72206482,"1,742",34.9,193680404.0,27754.0,13141220.0,65.0,893876.0,7807.0,104632.0,16161805.0,161738459.0,,18.0,283251.0,155,2.0,87897.0,29.0,88808802.0,26418.0,5072427.0,670234.0,0
3461,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",2017-07-21,USQX91701275,"1,456",38.4,1610423351.0,283537.0,75314202.0,84.0,345975070.0,4492100.0,265876.0,153478678.0,832654007.0,21871961.0,99.0,5055.0,180,57.0,714087.0,32.0,13113654.0,43422.0,3586900.0,3197618.0,1
3462,EARFQUAKE,IGOR,"Tyler, The Creator",2019-05-17,USQX91901111,"1,207",43.1,962546385.0,198786.0,34308753.0,76.0,262134097.0,4025958.0,55093.0,46126757.0,247993418.0,14944702.0,106.0,1834.0,1,52.0,709963.0,38.0,10998403.0,48358.0,47720548.0,1242490.0,1
3463,NEW MAGIC WAND,IGOR,"Tyler, The Creator",2019-05-17,USQX91901115,"3,703",22.3,617991511.0,145653.0,18875661.0,74.0,100752374.0,1194201.0,98442.0,100573264.0,661984472.0,6476.0,16.0,194.0,,8.0,73030.0,4.0,2686472.0,12461.0,,1512216.0,1
3464,WUSYANAME,CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,USQX92102132,"3,146",24.6,331749982.0,109121.0,14228243.0,68.0,38053954.0,997774.0,48.0,7903.0,93000.0,11685109.0,47.0,15960.0,,12.0,134768.0,15.0,2618696.0,3789.0,,448025.0,1
3465,SWEET / I THOUGHT YOU WANTED TO DANCE,CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,USQX92102138,"3,947",21.5,269671235.0,93761.0,9361340.0,69.0,36399833.0,578718.0,47742.0,29143512.0,124695761.0,9213.0,10.0,1366.0,,3.0,12887.0,9.0,634409.0,3067.0,,551470.0,1
3470,Yeah! (feat. Lil Jon & Ludacris),Kings Of Crunk (Special Edition),USHER,2004-01-01,USAR10301423,"2,020",32.1,1307469137.0,255327.0,107143110.0,80.0,1200224642.0,8294174.0,416052.0,131333791.0,1599320816.0,163326719.0,289.0,261191.0,185,117.0,1991675.0,102.0,1147904698.0,651959.0,,15485233.0,0
3471,DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,2010-01-01,USLF21000041,"3,402",23.5,841183589.0,178587.0,102898525.0,76.0,485860020.0,3227301.0,27671.0,7733399.0,64589027.0,188887432.0,112.0,2137.0,351,46.0,508592.0,18.0,793976863.0,382226.0,1444503.0,6644459.0,0
3474,XXL,EL CHAVO,UZI,2022-09-09,FRX762205380,"3,962",21.4,70664645.0,13324.0,1760479.0,58.0,246582532.0,3314166.0,26400.0,4104584.0,69529104.0,,1.0,706.0,,,,,,,,84153.0,1
3480,Young,Vibes,Vacations,2016-09-12,SEYOK1669274,"4,431",19.8,597591280.0,136878.0,25723483.0,74.0,105282082.0,1803716.0,454382.0,226996966.0,1487039791.0,,15.0,269.0,10,,,8.0,4444885.0,5086.0,23290198.0,1723404.0,0
3481,Pump,Pump,Valentino Khan,2017-05-26,USZ4V1700087,"1,873",33.6,67890975.0,26030.0,3848842.0,42.0,3506898.0,39237.0,13018365.0,197043302.0,3438499599.0,,38.0,859.0,,8.0,4732.0,,3722073.0,5476.0,,1775117.0,0
