,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
525,Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,2012-01-01,USAT21203287,"1,602",36.6,2004657631.0,277766.0,134689771.0,83.0,1400581749.0,9714447.0,49296.0,11894522.0,91255671.0,1689353351.0,150.0,378433.0,291,214.0,1260461.0,51.0,,,29413705.0,715420.0,0
526,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-07-12,USAT21206701,"4,187",20.7,2106040891.0,231184.0,111114931.0,81.0,275768987.0,2172034.0,237576.0,72740220.0,624816222.0,27825601.0,104.0,152868.0,228,184.0,1054128.0,39.0,,,,,0
527,24K Magic,24K Magic,Bruno Mars,2016-07-10,USAT21602944,"1,340",40.6,1425996809.0,175419.0,63087960.0,77.0,181151693.0,1671253.0,3667431.0,115712320.0,968641395.0,1465245.0,238.0,240328.0,368,153.0,1257927.0,46.0,301404498.0,407873.0,,,0
528,That's What I Like,24K Magic,Bruno Mars,2016-11-17,USAT21602948,378,79.3,2075459887.0,209632.0,84707015.0,80.0,2696139998.0,17077084.0,604526.0,100008149.0,704916578.0,408244698.0,142.0,57222.0,316,270.0,391125.0,44.0,666715599.0,500761.0,,,0
529,Versace on the Floor,24K Magic,Bruno Mars,2016-11-17,USAT21602949,"3,949",21.5,797648369.0,64011.0,17977153.0,72.0,733721686.0,4991700.0,200226.0,11637624.0,99524212.0,157272972.0,73.0,18787.0,2,32.0,689571.0,11.0,93218337.0,92006.0,,,0
530,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-05-03,USAT22100906,161,120.1,1312168384.0,248793.0,50068571.0,75.0,993324548.0,9537455.0,1503567.0,369280607.0,3350704343.0,2421128623.0,308.0,557867.0,309,120.0,1553392.0,103.0,149304590.0,91366.0,,10288388.0,0
531,Smokin Out The Window,Smokin Out The Window,Bruno Mars,2021-05-11,USAT22105952,"1,121",44.9,463977298.0,100305.0,15798103.0,66.0,219573887.0,2918828.0,946.0,4609516.0,26701713.0,3233086776.0,81.0,188300.0,388,38.0,1242910.0,46.0,39063749.0,21956.0,,1849092.0,0
532,Skate,Skate,Bruno Mars,2021-07-30,USAT22104222,"2,733",26.9,248947222.0,70726.0,16159530.0,63.0,129102965.0,1676120.0,1494.0,372385.0,5258682.0,747385177.0,95.0,122909.0,20,51.0,781953.0,36.0,15760107.0,7726.0,,1701042.0,0
533,We Ride,We Ride - Single,Bryan Martin,2022-10-28,QMDPP2201707,"2,414",29.0,200017368.0,30976.0,8143503.0,76.0,35463149.0,219282.0,31143.0,1516946.0,27411983.0,363631289.0,6.0,74959.0,,5.0,1596411.0,12.0,47905972.0,5769.0,2107680.0,503044.0,1
534,Exchange,T R A P S O U L,Bryson Tiller,2015-02-10,USRC11502185,"2,857",26.1,989672356.0,135409.0,50477248.0,76.0,713521813.0,4429142.0,245277.0,12247275.0,71925380.0,118725866.0,122.0,28008.0,15,70.0,370637.0,15.0,,,22910659.0,2883431.0,1
535,Don't,Don't,Bryson Tiller,2015-05-20,USRC11501052,"4,058",21.1,1281704427.0,1277.0,342709.0,37.0,506308579.0,3063149.0,,,,52266003.0,47.0,29081.0,,,,3.0,644840340.0,265115.0,,,0
537,Asesina,Asesina,Brytiago,2018-01-05,QM4TX1806458,"3,982",21.4,362670547.0,33711.0,5993578.0,62.0,712253277.0,3550138.0,19671.0,1657667.0,17887810.0,30023085.0,11.0,1338.0,,9.0,17915.0,29.0,144936900.0,26295.0,,,1
538,Asesina - Remix,Asesina (Remix),Brytiago,2018-10-31,QM6P41831934,"4,554",19.5,285851797.0,41294.0,10037160.0,57.0,658375389.0,2669794.0,6817.0,2802860.0,15966689.0,31982622.0,16.0,3073.0,6,12.0,73841.0,,9828021.0,4717.0,,764140.0,0
540,Blood Sweat & Tears,You Never Walk Alone,BTS,2017-02-13,KRA381700240,"4,201",20.6,563366391.0,4227.0,1081064.0,43.0,1138081643.0,19259795.0,145400.0,44951221.0,247725561.0,127694240.0,3.0,,,1.0,187370.0,,,,,1045304.0,0
541,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-12-04,QM6MZ1917908,553,65.0,1165842896.0,62333.0,28686399.0,70.0,2104797932.0,35291841.0,1944635.0,287006154.0,2199922028.0,161956996.0,111.0,26812.0,62,31.0,612134.0,26.0,18793416.0,29530.0,,3328531.0,0
542,Black Swan,Black Swan,BTS,2020-01-17,QM4TW2013921,"3,342",23.7,459923962.0,28314.0,17354782.0,64.0,603350721.0,14962059.0,358089.0,106610222.0,535835122.0,128964343.0,23.0,1.0,1,9.0,255382.0,8.0,2581189.0,10811.0,,1357648.0,0
543,ON,MAP OF THE SOUL : 7,BTS,2020-02-21,QM4TX2001949,"1,939",32.9,452491920.0,26714.0,19212443.0,64.0,945639729.0,27589023.0,216482.0,65951308.0,359662248.0,133249553.0,20.0,9325.0,15,8.0,242090.0,13.0,2482890.0,34459.0,,1247966.0,0
544,Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619.0,51186002.0,74.0,2638957320.0,62311179.0,3098499.0,662794945.0,5063720138.0,2199001119.0,323.0,351169.0,198,355.0,1888088.0,98.0,,,,7896781.0,0
545,Life Goes On,BE,BTS,2020-11-20,QMBZ92051791,"1,594",36.7,717715448.0,43805.0,25129169.0,70.0,640225413.0,19718272.0,899627.0,211335376.0,1177171729.0,246545164.0,55.0,23706.0,,15.0,324211.0,12.0,2059991.0,7952.0,,1991071.0,0
546,Butter,Butter,BTS,2021-05-21,QM6MZ2156864,302,87.5,1257974135.0,90160.0,40533320.0,70.0,1175755478.0,27744989.0,2098050.0,1059257365.0,8120632702.0,3244619218.0,221.0,181961.0,545,43.0,1426798.0,68.0,23569614.0,50520.0,,4173408.0,0
547,Permission to Dance,Butter / Permission to Dance,BTS,2021-09-07,QMFME2102684,728,56.8,675763141.0,43682.0,27994315.0,68.0,881072427.0,29073682.0,1450747.0,511168140.0,3653167411.0,849311055.0,120.0,44988.0,82,14.0,202608.0,57.0,3883730.0,8899.0,,1730648.0,0
548,Yet To Come,Proof,BTS,2022-10-06,USA2P2226300,"2,656",27.3,344744597.0,16095.0,22964291.0,64.0,264915434.0,15060408.0,359475.0,122010208.0,973086190.0,559165676.0,28.0,25341.0,77,15.0,304852.0,8.0,920415.0,869.0,,625565.0,0
549,Run BTS,Proof,BTS,2022-10-06,USA2P2226298,"4,132",20.9,439395056.0,23010.0,21676194.0,71.0,,,1159736.0,489821873.0,2849048545.0,,6.0,1176.0,,2.0,25844.0,9.0,1661771.0,2708.0,,951555.0,0
551,I Love Mama Mantu,I Love Mama Mantu,Bulan Sutena,2021-01-11,FRX872121045,"2,468",28.7,8887656.0,1905.0,405342.0,37.0,102934351.0,1234889.0,3700000.0,116906472.0,1978705486.0,994101.0,,99.0,,,,,,,,105455.0,0
554,For My Hand (feat. Ed Sheeran),"Love, Damini",Burna Boy,2022-01-07,USAT22204903,"1,366",40.1,264048274.0,62386.0,29271052.0,65.0,170657868.0,1096724.0,730640.0,21294580.0,377028109.0,5777003369.0,89.0,30156.0,,13.0,83804.0,27.0,5182492.0,1615.0,,2763102.0,0
555,It's Plenty,"Love, Damini",Burna Boy,2022-01-07,USAT22205418,"3,000",25.4,134909945.0,52025.0,5536233.0,62.0,84020549.0,655144.0,186414.0,18776554.0,282521651.0,37145932.0,62.0,10146.0,6,4.0,365034.0,7.0,3633343.0,1424.0,,2366651.0,1
556,City Boys,Workout Rap 2024,Burna Boy,2022-02-23,USAT22307528,"2,342",29.5,152289860.0,58113.0,19505579.0,69.0,79913960.0,578895.0,620950.0,37260289.0,546510983.0,307313090.0,79.0,32815.0,198,25.0,983428.0,45.0,5325630.0,1797.0,4253187.0,1398310.0,1
557,Alone,Black Panther: Wakanda Forever - Music From and Inspired By,Burna Boy,2022-04-11,USHR12244832,"2,875",26.0,139783785.0,44303.0,5375418.0,63.0,37874489.0,402994.0,41400.0,17092754.0,129948415.0,644.0,25.0,5116.0,1,11.0,109328.0,14.0,3097330.0,2488.0,4553795.0,2203339.0,0
558,Last Last,Last Last,Burna Boy,2022-12-05,USAT22204901,346,82.4,410722289.0,130203.0,16877163.0,68.0,332556651.0,1906835.0,260214.0,93902403.0,1049244970.0,306416991.0,203.0,214958.0,"2,031",30.0,258278.0,94.0,15787293.0,18736.0,16995425.0,4840000.0,0
563,Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,2020-08-10,ES5022000710,"4,423",19.9,417168757.0,75509.0,12398561.0,68.0,135732676.0,1275450.0,239433.0,209313809.0,2112625816.0,39566186.0,50.0,7224.0,,15.0,25276.0,13.0,94511.0,549.0,,1294599.0,0
565,Envy Me,Envy Me,Calboy,2018-09-13,USHM91813257,"2,759",26.7,492873992.0,86600.0,11849689.0,58.0,319720084.0,2660740.0,844804.0,132042330.0,1010801789.0,7334207.0,23.0,44994.0,106,13.0,355605.0,9.0,170122692.0,172630.0,,2325132.0,1
566,Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,2019-08-16,QM2EJ1500417,"1,444",38.7,497062969.0,39746.0,21866121.0,69.0,1089614100.0,3109366.0,666400.0,63170710.0,774581354.0,51691986.0,16.0,12701.0,72,14.0,1854950.0,36.0,73581243.0,13494.0,,1647173.0,0
569,Dancing On My Own,Dancing On My Own,Calum Scott,2016-11-03,UK6KW1500205,"2,154",31.0,1232373956.0,134807.0,70718949.0,74.0,823692209.0,4889435.0,97136.0,5421535.0,58183913.0,49841169.0,101.0,19205.0,,41.0,312677.0,17.0,101328706.0,103883.0,23905057.0,5361735.0,0
570,You Are The Reason,You Are The Reason,Calum Scott,2017-11-17,USUM71710315,937,49.8,1042531612.0,119883.0,31204776.0,73.0,1425188874.0,10037251.0,1513635.0,180692022.0,1930209423.0,1629614639.0,70.0,18397.0,8,17.0,70256.0,8.0,292156274.0,102664.0,,6610744.0,0
571,Feel So Close - Radio Edit,Dance Hitlist 2012.1,Calvin Harris,2011-01-01,GBARL1100748,"4,411",19.9,991382346.0,187432.0,87928081.0,79.0,7412771.0,63854.0,183112.0,76790230.0,502553641.0,,148.0,57577.0,,84.0,942311.0,29.0,426156682.0,480102.0,,7721049.0,0
572,Outside (feat. Ellie Goulding),Full Circle: The Live Anthology,Calvin Harris,2011-11-20,GBARL1401201,"1,708",35.3,1128783268.0,167396.0,68560436.0,79.0,1029118874.0,6969569.0,834862.0,93260597.0,763486350.0,307509513.0,108.0,36585.0,19,70.0,962058.0,19.0,190785028.0,61098.0,,10713096.0,0
573,One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,2015-01-01,GBARL1800368,"1,024",47.5,2178606166.0,291456.0,162511602.0,79.0,1256080361.0,8723122.0,1932873.0,174361744.0,1597020461.0,706333060.0,458.0,160995.0,376,548.0,3408335.0,103.0,141238520.0,81291.0,,15829169.0,0
574,How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,GBARL1500704,"1,026",47.4,1156342373.0,168603.0,66723908.0,78.0,1961319809.0,8520003.0,527189.0,148496036.0,982629718.0,234830168.0,364.0,77370.0,80,132.0,734737.0,12.0,164858805.0,135026.0,,14394209.0,0
575,This Is What You Came For,This Is What You Came For,Calvin Harris,2016-04-29,GBARL1600460,373,79.8,1746790923.0,204049.0,117171040.0,79.0,3084719501.0,13411706.0,2176881.0,17649503.0,137718139.0,276177209.0,356.0,119588.0,81,173.0,1609545.0,86.0,595393905.0,143591.0,1056564.0,13444054.0,0
576,My Way,My Way,Calvin Harris,2016-09-16,GBARL1601358,"2,636",27.4,1014534913.0,132592.0,41964503.0,73.0,615907345.0,3461084.0,453551.0,10268320.0,56011096.0,171305180.0,146.0,51151.0,10,99.0,607512.0,10.0,111067662.0,33355.0,,8339785.0,0
577,Slide,Slide,Calvin Harris,2017-02-24,GBARL1700262,"3,555",22.8,1044358962.0,165916.0,41514442.0,69.0,37191231.0,380168.0,65020.0,31332915.0,323428098.0,402464.0,255.0,31180.0,90,83.0,635921.0,30.0,144832941.0,101066.0,,8401595.0,1
578,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,2017-06-16,GBARL1700772,"2,626",27.5,1120187276.0,153725.0,45935052.0,70.0,80920611.0,707090.0,1758196.0,369847461.0,2745676769.0,402464.0,236.0,32897.0,2,148.0,1143603.0,36.0,80533361.0,75735.0,1692679.0,13710879.0,1
579,Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,2018-08-17,GBARL1801049,"1,711",35.3,1036104210.0,125480.0,39427143.0,69.0,656926852.0,3449298.0,17106.0,3825116.0,27087495.0,580519715.0,186.0,145284.0,75,332.0,2111032.0,26.0,48403430.0,11010.0,,11320622.0,0
580,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),Calvin Harris,2019-11-01,GBARL1801703,"3,119",24.7,670319557.0,100046.0,27359207.0,65.0,432616080.0,2355880.0,10926.0,2601510.0,29055589.0,409691633.0,135.0,138101.0,11,141.0,1428820.0,37.0,1078617.0,6621.0,,32382.0,0
581,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,2022-05-27,GBARL2201128,"3,657",22.4,221965013.0,38872.0,27661038.0,60.0,51083768.0,550181.0,569.0,256156.0,4096148.0,3165598002.0,58.0,113411.0,345,62.0,1596584.0,45.0,2098569.0,1119.0,,1046181.0,1
582,Stay With Me,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,2022-07-15,GBARL2201570,"4,242",20.5,142927322.0,32810.0,11080526.0,56.0,11242174.0,91853.0,650.0,220765.0,4614852.0,164246.0,42.0,122408.0,57,44.0,699913.0,34.0,694551.0,946.0,,1773915.0,0
586,"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]","Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,2022-08-04,GBX722200156,"2,498",28.4,52418564.0,24196.0,1963638.0,57.0,112013583.0,498515.0,1606103.0,28958781.0,375062387.0,29687855.0,37.0,7758.0,,4.0,477056.0,13.0,779135.0,365.0,,3557237.0,1
587,Havana (feat. Young Thug),Havana,Camila Cabello,2017-03-08,USSM11706905,177,112.8,2072182782.0,194332.0,86159672.0,75.0,3952909529.0,32333846.0,1314091.0,53911465.0,546650805.0,2137655536.0,342.0,175317.0,563,541.0,1593590.0,95.0,455553499.0,772600.0,,16095913.0,0
588,Never Be the Same,Never Be the Same,Camila Cabello,2017-12-17,USSM11710323,"2,997",25.4,862685616.0,66559.0,20300133.0,71.0,508394938.0,5627488.0,178251.0,89611820.0,665573579.0,248165435.0,97.0,46424.0,147,39.0,233523.0,35.0,188914960.0,64768.0,,9248151.0,0
589,Shameless,Shameless,Camila Cabello,2019-05-09,USSM11905431,"3,419",23.4,524463179.0,59700.0,20404459.0,76.0,297234963.0,4259163.0,330599.0,142205855.0,1255373850.0,95023763.0,35.0,3430.0,,16.0,139963.0,14.0,30216738.0,24668.0,6169230.0,4462173.0,0
590,My Oh My (feat. DaBaby),Romance,Camila Cabello,2019-06-12,USSM11914257,"1,218",42.9,703865912.0,78873.0,23552368.0,68.0,344504691.0,5473016.0,1434048.0,288727576.0,2298790080.0,262934830.0,74.0,243345.0,170,41.0,101125.0,21.0,136780685.0,92037.0,16327957.0,3703911.0,0
591,Don't Go Yet,Don't Go Yet,Camila Cabello,2021-07-23,USSM12104771,"1,791",34.4,499085551.0,64967.0,25228814.0,62.0,189120015.0,2445070.0,193708.0,100580695.0,864218422.0,922572446.0,125.0,199403.0,20,39.0,419948.0,30.0,14153785.0,4185.0,,3990487.0,0
592,Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,2021-10-29,USSM12200047,539,66.2,907821800.0,106835.0,71070491.0,68.0,242506280.0,2540594.0,165069.0,54851263.0,702113761.0,4973499360.0,152.0,478141.0,"1,115",98.0,2702560.0,79.0,47200073.0,18000.0,,7126240.0,0
595,Tutu,Tutu,Camilo,2019-09-08,USSD11900263,"1,908",33.2,594224324.0,50354.0,18628100.0,61.0,903046839.0,6893168.0,691299.0,11745148.0,140587874.0,275575570.0,89.0,13563.0,242,33.0,215002.0,32.0,24533016.0,20359.0,,1100391.0,0
596,Favorito,Favorito,Camilo,2020-03-26,USSD12000055,"2,435",28.9,488713982.0,42311.0,12661251.0,58.0,596356173.0,4579674.0,915770.0,74872273.0,712167034.0,157276832.0,88.0,27898.0,9,30.0,195153.0,29.0,13480082.0,5251.0,,848173.0,0
597,Por Primera Vez,Por Primera Vez,Camilo,2020-09-03,USSD12000019,"3,201",24.4,297150374.0,25519.0,5927417.0,62.0,586564510.0,4724003.0,769000.0,36489633.0,403373148.0,119799399.0,31.0,11895.0,45,22.0,79003.0,9.0,7812570.0,2062.0,,392074.0,0
598,Vida de Rico,Vida de Rico,Camilo,2020-09-21,USSD12000388,767,55.4,568823269.0,54968.0,26455856.0,64.0,1094129734.0,7637000.0,1913634.0,77602054.0,835046287.0,149145491.0,112.0,45003.0,73,24.0,135286.0,39.0,21813224.0,14722.0,,1819660.0,0
599,Ropa Cara,Ropa Cara,Camilo,2021-01-18,USSD12000609,"3,979",21.4,185362995.0,19981.0,3838967.0,50.0,315331221.0,3732558.0,1115600.0,148110661.0,1309968091.0,33382623.0,43.0,11813.0,203,9.0,83927.0,17.0,3615841.0,5623.0,,421946.0,0
605,Safe And Sound,Capital Cities EP,Capital Cities,2012-01-01,USCA21203108,"2,317",29.7,1286089822.0,256512.0,74267670.0,78.0,291434533.0,3222924.0,226012.0,94442871.0,774957680.0,322090946.0,118.0,160290.0,427,81.0,172564.0,42.0,362990771.0,400888.0,,21359402.0,0
607,Bodak Yellow,Bodak Yellow,Cardi B,2017-06-16,USAT21701762,"1,932",32.9,894360950.0,99270.0,29301256.0,66.0,73078701.0,913440.0,2055066.0,42674347.0,324949762.0,2201124.0,247.0,65706.0,175,41.0,164358.0,48.0,361926303.0,556695.0,,6520985.0,1
608,I Like It,Invasion of Privacy,Cardi B,2018-06-04,USAT21801431,"1,439",38.8,1624314065.0,175421.0,77421150.0,72.0,50292845.0,526148.0,1382427.0,103052825.0,1060409911.0,93415742.0,331.0,117778.0,7,152.0,1207198.0,83.0,390876857.0,322758.0,,53850.0,1
609,Ring (feat. Kehlani),Invasion of Privacy,Cardi B,2018-06-04,USAT21801432,"3,671",22.4,242105356.0,25649.0,5257047.0,59.0,327705174.0,2907887.0,129582.0,5433488.0,38979215.0,25155712.0,21.0,48967.0,40,7.0,36419.0,15.0,198379303.0,91142.0,34076078.0,1550411.0,1
610,Money,Money,Cardi B,2018-10-23,USAT21811495,"2,070",31.7,580625472.0,62829.0,21001481.0,65.0,551699941.0,5832935.0,933238.0,242352463.0,1855716339.0,117323780.0,73.0,29962.0,223,30.0,80695.0,5.0,258372658.0,235893.0,,24631.0,1
611,Please Me,Please Me,Cardi B,2019-02-15,USAT21811659,"1,449",38.6,551035247.0,58065.0,19199798.0,70.0,709288321.0,7563367.0,419566.0,38208611.0,244717002.0,459597096.0,42.0,51761.0,33,35.0,348557.0,13.0,191472793.0,129256.0,25841765.0,2677590.0,1
612,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-07-08,USAT22005111,152,123.4,1325725696.0,171255.0,53040559.0,72.0,1329826741.0,15965491.0,8470921.0,1183499351.0,9539547626.0,181452145.0,222.0,91249.0,306,94.0,249116.0,50.0,184950173.0,397731.0,,4618794.0,1
613,Up,Up (Instrumental),Cardi B,2021-04-02,USAT22100061,664,59.1,646916214.0,97970.0,34102798.0,65.0,496850951.0,6266644.0,2776485.0,885852462.0,6912025468.0,66038736.0,173.0,15142.0,869,60.0,214629.0,40.0,147844649.0,104705.0,,3173352.0,1
616,Que Vuelvas,Que Vuelvas - Single,Carin Leon,2022-09-12,QZWT32210000,314,86.1,684853927.0,42893.0,25716699.0,73.0,547937715.0,1638787.0,1100030.0,91969060.0,1162186778.0,4235395.0,45.0,14160.0,358,20.0,2332617.0,18.0,100368438.0,17421.0,,1654594.0,1
621,La Bicicleta,La Bicicleta,Carlos Vives,2016-05-27,USSD11600112,"1,802",34.3,697574595.0,60309.0,20351309.0,69.0,1691997312.0,4789339.0,417978.0,54674912.0,945038658.0,343201999.0,86.0,18701.0,44,63.0,407197.0,65.0,57536813.0,92844.0,,4026835.0,0
622,Robarte un Beso,Robarte un Beso,Carlos Vives,2017-07-28,USSD11700301,"1,361",40.2,658225560.0,53101.0,23936663.0,72.0,1852547490.0,5711737.0,77800.0,7565426.0,79388652.0,267348940.0,47.0,16167.0,122,51.0,344462.0,47.0,65265415.0,23975.0,,2853977.0,0
624,Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,CAB391100615,960,49.2,1394048309.0,211162.0,114187117.0,77.0,2007334200.0,12223928.0,418014.0,40431475.0,367016981.0,1811023591.0,222.0,200327.0,967,145.0,1939414.0,88.0,401427022.0,1189600.0,,14252942.0,0
628,Funny Song,"Vintage Oddities, Vol. 4",Cavendish Music,2018-08-15,GBBGY1743613,"1,539",37.4,5866282.0,3514.0,462009.0,39.0,11793478.0,230150.0,12815028.0,3448214061.0,38373644011.0,994101.0,,961.0,,2.0,43501.0,,24606.0,1733.0,,903944.0,0
629,Nada,Error 93,Cazzu,2019-03-06,QM6N21901839,"4,053",21.2,204337911.0,29832.0,6210430.0,65.0,640084081.0,3105166.0,332100.0,16093699.0,157858644.0,126606682.0,9.0,280.0,1,1.0,4402.0,,5137832.0,3618.0,,1005751.0,1
630,Loading,Loading,Central Cee,2020-10-22,ZZOPM2003512,"2,311",29.8,356681497.0,137745.0,8267546.0,65.0,204509339.0,2198210.0,62042.0,21340597.0,200676951.0,687625.0,26.0,7138.0,12,3.0,7612.0,7.0,439821.0,2081.0,,1028060.0,1
631,Obsessed With You,Obsessed With You,Central Cee,2021-10-09,ZZOPM2110165,"1,549",37.3,336889834.0,130841.0,9639874.0,64.0,173074934.0,2233120.0,281988.0,110366168.0,1082794692.0,32968411.0,35.0,8361.0,160,13.0,89773.0,17.0,85206.0,543.0,,1037984.0,1
632,Doja,Doja,Central Cee,2022-07-21,ZZOPM2237319,360,80.5,676519766.0,192241.0,57503569.0,74.0,201326163.0,3061387.0,492679.0,411670410.0,3919404141.0,279634941.0,66.0,58802.0,"2,699",31.0,877441.0,42.0,1285099.0,3136.0,,2415167.0,1
633,One Up,One Up,Central Cee,2022-10-13,US39N2202101,"4,101",21.0,130784398.0,51124.0,9618606.0,62.0,36578844.0,497282.0,6745.0,1883130.0,32710454.0,188396283.0,10.0,725.0,484,3.0,14835.0,9.0,194128.0,195.0,,222376.0,0
634,LET GO,LET GO,Central Cee,2022-12-15,US39N2203950,526,66.9,415699405.0,131562.0,25729246.0,70.0,120716253.0,1505981.0,71800.0,43271885.0,459919455.0,39958162.0,37.0,59291.0,271,24.0,581393.0,41.0,3691271.0,1120.0,,1781022.0,1
639,Boys,Boys,Charli xcx,2017-07-26,GBAHS1700564,"4,461",19.7,180051347.0,22760.0,6840979.0,52.0,14546112.0,287534.0,6756868.0,92473025.0,985761413.0,114195.0,3.0,4789.0,29,19.0,194910.0,11.0,1056419.0,13040.0,241956.0,,0
643,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2015-05-11,USAT21502909,474,70.6,1859886400.0,161156.0,90365431.0,78.0,3951663770.0,23086917.0,75102.0,49222866.0,265917250.0,2123773688.0,2.0,82648.0,52,110.0,964719.0,32.0,174287836.0,153399.0,,,0
644,One Call Away,One Call Away,Charlie Puth,2015-08-21,USAT21502703,"1,604",36.6,833094374.0,74711.0,20494033.0,69.0,975631232.0,6042733.0,4141919.0,72328589.0,730041228.0,239063453.0,9.0,91388.0,169,26.0,42614.0,43.0,384880235.0,293797.0,,,0
645,Attention,Attention,Charlie Puth,2017-04-20,USAT21700928,768,55.3,1800254516.0,162682.0,40159047.0,75.0,1875529996.0,14529538.0,391214.0,96491219.0,759021013.0,1775438219.0,,22199.0,160,135.0,792329.0,40.0,352441778.0,196853.0,,,0
646,Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,USAT22107359,782,54.7,593554969.0,84288.0,17284885.0,67.0,284499511.0,3909648.0,506518.0,475880505.0,4729678365.0,3277338062.0,98.0,201936.0,866,30.0,685471.0,48.0,55256200.0,10657.0,2916780.0,2231820.0,0
647,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022-06-24,USAT22205563,"1,542",37.4,947763871.0,59942.0,47877896.0,72.0,65306295.0,1305561.0,5486.0,2914991.0,20119789.0,,24.0,171718.0,"1,282",1.0,30007.0,,,,,,0
648,Enough,Enough,charlieonnafriday,2022-05-08,USUG12205553,"3,062",25.0,127772228.0,46233.0,6238494.0,64.0,45629160.0,599488.0,65621.0,6902949.0,79443024.0,4764125.0,14.0,29914.0,329,4.0,5584.0,5.0,50463891.0,13246.0,,1276761.0,0
649,Gyal You a Party Animal - Sped Up,Gyal You a Party Animal (Sped Up) - Single,Charly Black,2022-12-16,FR81J2300013,"4,089",21.0,36044532.0,9007.0,1425539.0,51.0,,,1514400.0,280329364.0,3580517630.0,,1.0,12.0,,,,1.0,,,,89527.0,0
653,23,23,Chayce Beckham,2021-05-14,QMRSZ2101045,"2,511",28.3,217524988.0,52661.0,12543368.0,69.0,84504714.0,547950.0,20410.0,1883404.0,21694150.0,566879139.0,23.0,165757.0,,1.0,577.0,20.0,99882249.0,21221.0,4858338.0,1269712.0,0
657,Love Sosa,Finally Rich (Deluxe),Chief Keef,2012-01-01,USUM71214600,"3,586",22.7,757522352.0,224483.0,30472220.0,74.0,101146931.0,1073571.0,186541.0,59591708.0,450672924.0,2329764.0,36.0,1404.0,51,9.0,17953.0,6.0,199348206.0,785640.0,385854.0,1130370.0,1
659,Redbone,Redbone,Childish Gambino,2016-11-17,USYAH1600107,489,69.6,1615152539.0,377159.0,51251842.0,76.0,887924965.0,7755679.0,111904.0,56162755.0,430258743.0,5477326.0,271.0,52893.0,137,69.0,241966.0,86.0,283815218.0,303599.0,87687804.0,12370090.0,1
660,Feels Like Summer,Summer Pack,Childish Gambino,2018-11-07,USRC11802773,"4,071",21.1,315997441.0,104490.0,13875886.0,65.0,392128653.0,3960133.0,24251.0,4311105.0,54727766.0,133055790.0,63.0,3453.0,,45.0,174079.0,18.0,41746108.0,29624.0,,1622468.0,0
665,Hold On,Hold On,Chord Overstreet,2017-03-02,USUM71615568,"1,725",35.1,847578246.0,122390.0,28205829.0,73.0,817730890.0,8045419.0,735926.0,173724076.0,1343189392.0,254053114.0,20.0,452.0,,6.0,25805.0,,133204015.0,120281.0,28423570.0,2901322.0,0
666,Under The Influence,Indigo (Extended),Chris Brown,2019-04-10,USRC11902743,423,74.9,1249760413.0,202465.0,56664631.0,79.0,699931779.0,6139127.0,1107358.0,252070540.0,2436202278.0,257447653.0,186.0,456661.0,"1,057",60.0,1734864.0,39.0,101759650.0,81211.0,17909859.0,12188959.0,1
667,No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,2019-08-06,USRC11901583,724,56.9,1030515485.0,157003.0,35028641.0,70.0,809218963.0,5861900.0,794152.0,55950941.0,451934036.0,355440823.0,185.0,215.0,7,38.0,513679.0,55.0,403683186.0,181600.0,3524264.0,8062187.0,1
